backend,id,x,y,timestamp,datetime
backend_1,7,19.81137713597712,27.722848170734803,1706708819,2024-01-31 13:46:59
backend_1,7,-inf,,1706708763,2024-01-31 13:46:03
backend_1,1,23.117187852375267,38.16622806124756,1706708736,2024-01-31 13:45:36
backend_1,5,24.204625488045085,25.306806176793234,1706708745,2024-01-31 13:45:45
backend_1,1,7.717920974813566,34.45672036555509,1706708779,2024-01-31 13:46:19
backend_1,4,12.540665102958247,18.374021928353,1706708764,2024-01-31 13:46:04
backend_1,7,21.47696729550475,37.6446321511802,1706708731,2024-01-31 13:45:31
backend_1,2,4.611841757877762,39.16666379727674,1706708788,2024-01-31 13:46:28
backend_1,7,17.51981071918263,35.026747994705765,1706708747,2024-01-31 13:45:47
backend_1,5,48.16616351765463,22.458474946740385,1706708790,2024-01-31 13:46:30
backend_1,10,-8.575245177990443,32.16069194983913,1706708833,2024-01-31 13:47:13
backend_1,1,13.193823401943597,20.964550584751056,1706708770,2024-01-31 13:46:10
backend_1,3,38.262933719321055,22.187451142608186,1706708770,2024-01-31 13:46:10
backend_1,10,-78.18910735438511,74.52824788684163,1706708831,2024-01-31 13:47:11
backend_1,2,16.658770524948142,40.5141794131893,1706708737,2024-01-31 13:45:37
backend_1,10,28.73574260405681,14.741687941729651,1706708798,2024-01-31 13:46:38
backend_1,10,19.190725281363243,20.543645997717867,1706708793,2024-01-31 13:46:33
backend_1,3,-93.48194649438334,16.629838903334736,1706708798,2024-01-31 13:46:38
backend_1,4,4.402684742030501,62.938954919632465,1706708790,2024-01-31 13:46:30
backend_1,5,10.14784801142595,20.443544034277842,1706708731,2024-01-31 13:45:31
backend_1,4,-8.659431109154582,45.000000000000014,1706708832,2024-01-31 13:47:12
backend_1,7,41.37303897346773,2.905694150420936,1706708784,2024-01-31 13:46:24
backend_1,8,13.218793848860628,45.113297693322735,1706708743,2024-01-31 13:45:43
backend_1,1,-24.444369673956274,-25.38683843216047,1706708777,2024-01-31 13:46:17
backend_1,5,16.21027756224354,21.069458921255837,1706708826,2024-01-31 13:47:06
backend_1,6,34.84583848132638,25.506360311273035,1706708775,2024-01-31 13:46:15
backend_1,4,30.87401985533026,23.11961099979284,1706708802,2024-01-31 13:46:42
backend_1,8,26.14059489241441,11.389268531295965,1706708757,2024-01-31 13:45:57
backend_1,2,-38.54834154920613,23.32511830006683,1706708807,2024-01-31 13:46:47
backend_1,10,6.159537006701585,23.981692865974118,1706708815,2024-01-31 13:46:55
backend_1,1,-3.340601542467599,7.568971181685629,1706708744,2024-01-31 13:45:44
backend_1,1,-11.585948973841056,27.607201835729903,1706708757,2024-01-31 13:45:57
backend_1,10,26.716961123322058,30.36729631850635,1706708765,2024-01-31 13:46:05
backend_1,2,22.734169495573326,38.20250848672003,1706708822,2024-01-31 13:47:02
backend_1,7,inf,,1706708841,2024-01-31 13:47:21
backend_1,2,35.17333428882342,30.814919451667368,1706708782,2024-01-31 13:46:22
backend_1,8,24.449712715155144,56.8880148666431,1706708738,2024-01-31 13:45:38
backend_1,1,34.536329502960626,53.29019401721278,1706708848,2024-01-31 13:47:28
backend_1,7,45.32424804098197,28.13488181171564,1706708755,2024-01-31 13:45:55
backend_1,8,22.126492410186042,26.54498873174744,1706708810,2024-01-31 13:46:50
backend_1,1,7.92142980294912,54.18386497861384,1706708751,2024-01-31 13:45:51
backend_1,5,-91.81704496748426,44.516761241871066,1706708850,2024-01-31 13:47:30
